"","date","total_stake","unbonded_amount"
"607",2022-02-14,613275294.294437,101566.117620842
"608",2022-02-15,616995314.073172,60960.0049884742
"609",2022-02-16,615935733.099092,68312.8783725367
"610",2022-02-17,615243524.50798,63200.6464135543
"611",2022-02-18,614646332.546788,165750.50910712
"612",2022-02-19,616791417.24384,1008997.5425263
"613",2022-02-20,616349465.069175,167879.870974473
"614",2022-02-21,615666973.803366,184970.779034169
"615",2022-02-22,616230151.721587,71324.3678081197
"616",2022-02-23,615770938.661451,138958.913928553
"617",2022-02-24,616032995.794617,134205.377027547
"618",2022-02-25,632594631.964153,68367.1798041178
"619",2022-02-26,638455322.065967,92999.9343158391
"620",2022-02-27,636986924.68865,40637.994096655
"621",2022-02-28,635605016.851613,196499.899441972
"622",2022-03-01,637421315.965603,12978613.0051834
"623",2022-03-02,627191218.478896,157920.826049899
"624",2022-03-03,627162175.335554,115699.014548715
"625",2022-03-04,627225798.017804,287702.720563701
"626",2022-03-05,628655907.0132,74438.6120898349
"627",2022-03-06,629694553.072401,177472.588280304
"628",2022-03-07,629715203.419158,115801.581022282
"629",2022-03-08,630990284.018246,237373.656034096
"630",2022-03-09,633667397.097824,90426.6953161607
"631",2022-03-10,634249660.73721,12649568.284497
"632",2022-03-11,624837107.02935,90021.3162764914
"633",2022-03-12,625324483.451762,76535.999457689
"634",2022-03-13,626522789.610286,16467.056228808
"635",2022-03-14,625941999.031209,254335.770018993
"636",2022-03-15,625765647.166417,1304078.69909313
"637",2022-03-16,624178970.425282,20343.3444611961
"638",2022-03-17,624836274.184022,134514.651835053
"639",2022-03-18,624999736.046924,3778990.90698242
"640",2022-03-19,621401359.054316,65448.2783271791
"641",2022-03-20,621497155.806967,716731.706967635
"642",2022-03-21,621262128.721807,126809.326498762
"643",2022-03-22,621751633.220904,108186.0289598
"644",2022-03-23,621878553.795059,37081.147077927
"645",2022-03-24,622503687.563855,649657.621427976
"646",2022-03-25,620763477.210907,24890.1904575256
"647",2022-03-26,623017890.931915,318553.966811028
"648",2022-03-27,624638793.593398,81220.9031008528
"649",2022-03-28,624730314.161445,6076693.27026503
"650",2022-03-29,618863898.288328,59296.8654470504
"651",2022-03-30,618939275.276978,49354.2725600951
"652",2022-03-31,619082176.29676,1190000.09925066
"653",2022-04-01,618013063.05277,379481.045566631
"654",2022-04-02,618357275.827854,647061.744511284
"655",2022-04-03,616294549.560266,44136.9835988584
"656",2022-04-04,620202395.319228,64876.0274132682
"657",2022-04-05,620226359.636134,128357.498284253
"658",2022-04-06,619957950.091025,95890.0532776168
"659",2022-04-07,620858229.661401,39573.8205128918
"660",2022-04-08,620650917.130661,43037.7984976666
"661",2022-04-09,620662042.255325,105797.910748776
"662",2022-04-10,620711374.429941,66451.5744718338
"663",2022-04-11,620364319.922726,726512.547450714
"664",2022-04-12,620248308.65593,68684.1500320081
"665",2022-04-13,619384976.908746,1832956.25048062
"666",2022-04-14,620357698.134644,132561.540861037
"667",2022-04-15,632473153.438985,28443.8516191035
"668",2022-04-16,632643260.519577,232287.590193632
"669",2022-04-17,632281322.575706,82467.8509574404
"670",2022-04-18,633192742.290525,136328.061910902
"671",2022-04-19,631155114.856002,56418.6880059997
"672",2022-04-20,632895879.212131,296608.545883702
"673",2022-04-21,632918812.013542,82685.4625199262
"674",2022-04-22,633020027.828833,23659.0781130653
"675",2022-04-23,631290687.616594,45252.2007785013
"676",2022-04-24,631313391.138804,58542.7694464439
"677",2022-04-25,631597003.224223,83744.0029840259
"678",2022-04-26,634226577.530714,165011.069090106
"679",2022-04-27,634448118.666729,121964.880411002
"680",2022-04-28,634446459.24766,72533.1723411416
"681",2022-04-29,635019657.802861,127093.027002216
"682",2022-04-30,632858681.613235,53476.2449361357
"683",2022-05-01,634854960.314257,127852.031559179
"684",2022-05-02,633886515.510366,1085349.2064349
"685",2022-05-03,636180938.0988,553404.001370963
"686",2022-05-04,636176354.740645,1206343.58706541
"687",2022-05-05,635378803.713838,363999.555442894
"688",2022-05-06,635555477.71428,113105.825366105
"689",2022-05-07,634222383.029877,378926.896900365
"690",2022-05-08,636019497.410882,347341.534959806
"691",2022-05-09,636035526.026984,1073056.62792549
"692",2022-05-10,634862672.450776,1012175.08348215
"693",2022-05-11,635851058.892023,713094.855343728
"694",2022-05-12,638582409.821163,679145.442801801
"695",2022-05-13,639294698.895099,416752.81452267
"696",2022-05-14,640387104.554068,67699.6693900788
"697",2022-05-15,640407026.35779,120999.639589869
"698",2022-05-16,640503497.148866,115478.247438864
"699",2022-05-17,640164616.672511,162197.252777142
"700",2022-05-18,638799449.688585,470687.297572316
"701",2022-05-19,638278838.822714,7260988.760278
"702",2022-05-20,632941514.934218,41163.068469385
"703",2022-05-21,633136261.419808,73807.4963237528
"704",2022-05-22,633350426.19175,27780.9416340437
"705",2022-05-23,633474005.16876,1137450.66960124
"706",2022-05-24,632485004.936323,360880.590057092
"707",2022-05-25,631694281.208416,137165.262862241
"708",2022-05-26,631991126.43847,60202.2196710251
"709",2022-05-27,631044764.582588,374066.035394916
"710",2022-05-28,632682931.874335,141674.26119494
"711",2022-05-29,632699767.907856,56426.0539405906
"712",2022-05-30,636756571.970249,150501.602609062
"713",2022-05-31,636706541.839304,84072.5796296514
"714",2022-06-01,637740260.477687,135637.425341441
"715",2022-06-02,642518515.139155,2869438.67207677
"716",2022-06-03,642679870.57005,2517865.95993802
"717",2022-06-04,640610869.749819,117591.437203098
"718",2022-06-05,640334776.697285,69977.7463628424
"719",2022-06-06,639719070.189084,98194.8764115031
"720",2022-06-07,639626481.071834,69869.2748697177
"721",2022-06-08,640532823.700964,29954.6311389907
"722",2022-06-09,640279637.515493,703125.050897802
"723",2022-06-10,639102130.691088,458184.726773248
"724",2022-06-11,639923256.714119,70839.8004456868
"725",2022-06-12,640176402.630699,6494452.92366501
"726",2022-06-13,633196112.759056,71728.1460619675
"727",2022-06-14,633338793.953262,136102.591844675
"728",2022-06-15,633369987.117966,10082647.0423979
"729",2022-06-16,624692197.52391,377105.888472837
"730",2022-06-17,622296667.79156,1504398.70103151
"731",2022-06-18,622316021.805592,385814.354933871
"732",2022-06-19,622379960.590095,124705.132325208
"733",2022-06-20,624334909.693582,589639.443903031
"734",2022-06-21,624430165.906243,436072.550401495
"735",2022-06-22,625721694.740393,392867.530692778
"736",2022-06-23,625586940.85851,447199.195899386
"737",2022-06-24,625386180.06256,54724.8611243902
"738",2022-06-25,625655481.33154,13169.0288455932
"739",2022-06-26,625847052.47973,46061.0469755974
"740",2022-06-27,626246972.992448,62232.5704032873
"741",2022-06-28,626273427.332423,1960779.35349923
"742",2022-06-29,625942500.590443,331131.507555134
"743",2022-06-30,626023994.077123,3637295.40677829
"744",2022-07-01,624043514.851631,43641.1905082014
"745",2022-07-02,624580039.490716,51146.1778136217
"746",2022-07-03,624664356.721382,65043.8915894242
"747",2022-07-04,624914058.237831,31608.786454242
"748",2022-07-05,625140563.540294,36932.8094378735
"749",2022-07-06,625184862.706918,1652340.97642567
"750",2022-07-07,624545519.72491,149696.350016566
"751",2022-07-08,625081810.806386,1062598.31488135
"752",2022-07-09,627911693.917994,171356.151681643
"753",2022-07-10,628108482.978373,31962.8432978359
"754",2022-07-11,628317439.235113,45034.2901850866
"755",2022-07-12,625467945.462366,460759.000941995
"756",2022-07-13,627640881.446244,69386.1353534595
"757",2022-07-14,627420484.788222,26889.6158401337
"758",2022-07-15,627408178.711099,69061.0514038851
"759",2022-07-16,627924434.582645,44360.767626743
"760",2022-07-17,628373470.330823,14403.8191330572
"761",2022-07-18,628519014.83834,567840.476572364
"762",2022-07-19,629134934.747614,256441.964611136
"763",2022-07-20,628940586.20318,24625.5714648795
"764",2022-07-21,629040892.292028,162690.803354006
"765",2022-07-22,630012410.646401,148179.953637698
"766",2022-07-23,630579525.016684,25204.8810670032
"767",2022-07-24,630866503.340682,106818.869174651
"768",2022-07-25,631328901.850056,104215.210971429
"769",2022-07-26,631965464.058922,436372.885648127
"770",2022-07-27,631930656.811169,28607.1331510914
"771",2022-07-28,633122502.334797,82064.6165313638
"772",2022-07-29,632850487.188852,309798.792494194
"773",2022-07-30,633172053.313065,100666.491777564
"774",2022-07-31,633251418.639023,33740.5724220239
"775",2022-08-01,633401565.464301,97986.6925235967
"776",2022-08-02,633783519.74814,32140.1935901762
"777",2022-08-03,633261997.005284,851074.244541107
"778",2022-08-04,633909267.428149,46720.2909896033
"779",2022-08-05,633877492.147072,1547855.4634067
"780",2022-08-06,632636463.235761,59335.6618908526
"781",2022-08-07,632591957.672121,54244.796277951
"782",2022-08-08,632803046.64107,145743.585928985
"783",2022-08-09,632746455.264886,42791.8185009524
"784",2022-08-10,634229974.938283,278206.587843483
"785",2022-08-11,633695493.735467,58919.4430149778
"786",2022-08-12,634211723.15985,363948.778467166
"787",2022-08-13,635636070.723055,54871.3425397586
"788",2022-08-14,635896471.49125,79655.6316911688
"789",2022-08-15,636001460.372281,26631.037872488
"790",2022-08-16,636053268.869845,481503.206477432
"791",2022-08-17,635962484.064565,124671.330782404
"792",2022-08-18,636058478.061466,1960064.53550675
"793",2022-08-19,636215725.572916,105000.016246637
"794",2022-08-20,634387846.386309,62993.296617057
"795",2022-08-21,637040532.003608,35937.4273238138
"796",2022-08-22,636658185.027453,9715361.86124705
"797",2022-08-23,636565476.820639,47140.120470749
"798",2022-08-24,636848794.664967,302984.52343342
"799",2022-08-25,636972078.239414,91185.7482828068
"800",2022-08-26,637012935.031317,34441.6621302824
"801",2022-08-27,637773558.497574,33483.0779046832
"802",2022-08-28,638042428.359252,36547.7346833436
"803",2022-08-29,638472815.573691,37348.2330411963
"804",2022-08-30,638567768.002443,219486.225206568
"805",2022-08-31,638792717.798466,33055.2180074087
"806",2022-09-01,638868198.631994,51890.0562754169
"807",2022-09-02,640284659.85585,1206812.58194969
"808",2022-09-03,640152002.134832,61144.9062511461
"809",2022-09-04,640178091.10112,37633.6521537162
"810",2022-09-05,640078220.163795,83359.4721734362
"811",2022-09-06,644082346.170939,49520.3674963119
"812",2022-09-07,643468585.448137,76805.5187772194
"813",2022-09-08,644800031.115731,177433.427008011
"814",2022-09-09,643911472.186727,253157.005757226
"815",2022-09-10,644904182.399178,29154.1154812501
"816",2022-09-11,644570375.299478,684908.525467216
"817",2022-09-12,644499087.533864,182601.461751143
"818",2022-09-13,642651061.265948,1494302.18048647
"819",2022-09-14,642000049.304079,37141.4680617124
"820",2022-09-15,642436142.647697,3208978.11984231
"821",2022-09-16,639383599.474165,40175.6017206735
"822",2022-09-17,639517248.227093,34439.2209925344
"823",2022-09-18,639826040.104081,30996.1488821097
"824",2022-09-19,639574961.951906,138822.676500053
"825",2022-09-20,639944776.595011,389928.676247058
"826",2022-09-21,639748955.171373,22827.2311873273
"827",2022-09-22,639447411.228834,45962.1907069128
"828",2022-09-23,639515131.033169,130483.690055814
"829",2022-09-24,639810101.285288,20504.5572721204
"830",2022-09-25,639636921.225003,55359.6646112434
"831",2022-09-26,639729589.197407,35268.8873564826
"832",2022-09-27,640572347.605373,44887.3554150474
"833",2022-09-28,641226655.662501,39924.8592269417
"834",2022-09-29,641549246.782601,7666670.27309835
"835",2022-09-30,636882726.986205,256335.256012261
"836",2022-10-01,637452536.255402,288671.582862901
"837",2022-10-02,637573824.40877,68934.5596902307
"838",2022-10-03,637846288.884512,86747.8034287437
"839",2022-10-04,637967572.095623,42438.2903110067
"840",2022-10-05,639301622.576003,3064306.50824888
"841",2022-10-06,636360245.303263,47190.7375338157
"842",2022-10-07,635976493.179923,57479.1739561348
"843",2022-10-08,636522288.508877,42939.5884500245
"844",2022-10-09,636724996.603331,130342.752768024
"845",2022-10-10,636840200.475164,93089.2954890212
"846",2022-10-11,638689393.981723,198968.233151077
"847",2022-10-12,639090201.075095,136145.856702816
"848",2022-10-13,637405494.525393,235317.202979677
"849",2022-10-14,639022447.14748,35195.7200132577
"850",2022-10-15,639072297.432282,71763.7744274919
"851",2022-10-16,639018543.417306,121294.723399952
"852",2022-10-17,639090153.487842,1237686.15628467
"853",2022-10-18,638076619.403967,3027676.88166991
"854",2022-10-19,636783530.696585,2364927.67324614
"855",2022-10-20,635644203.976383,70626.2151361428
"856",2022-10-21,635708144.944726,231899.921002076
"857",2022-10-22,635936757.508486,575370.525022629
"858",2022-10-23,635505122.923968,226375.733456116
"859",2022-10-24,636133715.735472,61131.4968468913
"860",2022-10-25,636564703.349883,164464.085665735
"861",2022-10-26,636653693.774383,52386.9402415597
"862",2022-10-27,636171943.473247,703666.765563034
"863",2022-10-28,636119314.186229,385765.479108486
"864",2022-10-29,636343203.441418,38906.6666137882
"865",2022-10-30,636498588.926524,42630.5975279038
"866",2022-10-31,637434237.394747,49209.7637752213
"867",2022-11-01,638131050.05137,253715.488783664
"868",2022-11-02,637500090.173698,118832.861784064
"869",2022-11-03,638414464.800205,31572.2290666236
"870",2022-11-04,637718361.972311,904949.238264253
"871",2022-11-05,638106624.553892,81347.1767722149
"872",2022-11-06,637043414.297496,52790.1841598244
"873",2022-11-07,639477222.964666,358005.76494797
"874",2022-11-08,638310256.597906,8067769.777681
"875",2022-11-09,631090253.593452,239653.317816866
"876",2022-11-10,630523569.625216,5110507.068926
"877",2022-11-11,621368032.129524,3431263.8803659
"878",2022-11-12,618651728.72782,165921.341674708
"879",2022-11-13,619829331.673604,288282.441517824
"880",2022-11-14,619723085.547496,145775.809746843
"881",2022-11-15,619758469.491243,781477.793618499
"882",2022-11-16,617605638.914086,2080750.14488541
"883",2022-11-17,617667255.931166,1971813.28689763
"884",2022-11-18,615831076.825017,233973.566294948
"885",2022-11-19,616651099.594697,1070988.72746927
"886",2022-11-20,614007443.174024,197773.000766292
"887",2022-11-21,616611156.054375,317986.006594983
"888",2022-11-22,614859453.927401,2014957.72470584
"889",2022-11-23,614969523.535307,267018.462347832
"890",2022-11-24,615413033.62578,35922871.7040029
"891",2022-11-25,580311017.832169,138334.135394337
"892",2022-11-26,580125306.35893,380153.831390405
"893",2022-11-27,580227201.239315,298585.683444823
"894",2022-11-28,580099144.61176,2995059.47967002
"895",2022-11-29,577121292.30593,150480.950582314
"896",2022-11-30,576417989.566765,139222.042715756
"897",2022-12-01,576637735.616128,5834913.05988824
"898",2022-12-02,576037910.347699,196403.272951892
"899",2022-12-03,577727049.443932,286825.456920484
"900",2022-12-04,577492346.50087,43366.5390315939
"901",2022-12-05,577381471.721759,230162.236436439
"902",2022-12-06,577147604.751784,1121593.77226624
"903",2022-12-07,578147442.6714,58303.4429851002
"904",2022-12-08,578416116.543262,295528.50156001
"905",2022-12-09,578101146.868606,401205.163960543
"906",2022-12-10,578448686.685375,89033.0701529301
"907",2022-12-11,578529812.347741,388107.972559562
"908",2022-12-12,578777397.104194,328207.372554519
"909",2022-12-13,578975536.090455,88404.5967178455
"910",2022-12-14,579976979.54569,66617.6468829485
"911",2022-12-15,580159832.96155,836825.420642871
"912",2022-12-16,580022388.594671,71916.0197055903
"913",2022-12-17,580739703.146341,30179.0594147611
"914",2022-12-18,582001897.993847,3560610.83124976
"915",2022-12-19,578024416.50588,11039636.178416
"916",2022-12-20,568670210.69277,475244.446799624
"917",2022-12-21,568412889.428913,64128.3200090559
"918",2022-12-22,568941474.899839,338812.380925879
"919",2022-12-23,569214311.228433,88758.2137870317
"920",2022-12-24,569783011.926315,11244769.8509545
"921",2022-12-25,559281022.180743,61852.8551402021
"922",2022-12-26,559933676.46587,1486219.51497894
"923",2022-12-27,558734637.116928,153043.338513102
"924",2022-12-28,560880416.435022,227900.13211014
"925",2022-12-29,561941940.45573,159786.011039238
"926",2022-12-30,562279276.967977,252547.569135476
"927",2022-12-31,562785326.584786,123336.596584648
"928",2023-01-01,561278366.112874,483835.625555215
"929",2023-01-02,563058738.880152,683856.079015138
"930",2023-01-03,563901718.195661,36327.2467720776
"931",2023-01-04,564961014.963888,359134.971410838
"932",2023-01-05,565469681.657249,439830.339113135
"933",2023-01-06,569991797.078013,83152.2887301522
"934",2023-01-07,570820252.22528,131422.242679618
"935",2023-01-08,571428264.65619,120973.762920576
"936",2023-01-09,571497992.66881,451327.995541923
"937",2023-01-10,572213648.474446,170946.755367676
"938",2023-01-11,572294850.128904,64645.1066921461
"939",2023-01-12,572533830.251173,171784.209988855
"940",2023-01-13,573044318.155648,688900.152858672
"941",2023-01-14,572342422.127065,152904.902870523
"942",2023-01-15,572068700.976921,70644.2716000691
"943",2023-01-16,572716877.12304,1140392.87281258
"944",2023-01-17,574300576.982604,198906.805178211
"945",2023-01-18,580968387.588514,54782.9728028534
"946",2023-01-19,581636032.183223,60129.7237263675
"947",2023-01-20,582066812.253453,77929.8025183358
"948",2023-01-21,582077189.89262,388233.547954158
"949",2023-01-22,582363045.134892,1682666.662873
"950",2023-01-23,580729683.006864,105026.84340451
"951",2023-01-24,612053934.31521,30672631.5003719
"952",2023-01-25,584670880.270464,267444.498992864
"953",2023-01-26,584727979.448494,932780.080183012
"954",2023-01-27,583675265.417742,171814.444885917
"955",2023-01-28,583891043.869665,61891.6170755872
"956",2023-01-29,584035481.129113,82799.8319384902
"957",2023-01-30,584096866.266584,307877.466281101
"958",2023-01-31,588043114.309066,248766.864148843
"959",2023-02-01,588577924.001032,83492.6271266055
"960",2023-02-02,590951351.629795,464228.272238954
"961",2023-02-03,591196900.542568,1881818.51037877
"962",2023-02-04,590942600.9173,1512948.35060919
"963",2023-02-05,590765388.516091,365785.884200141
"964",2023-02-06,591612710.239433,126087.02314262
"965",2023-02-07,594244639.270293,937474.884093388
"966",2023-02-08,594038397.820645,143054.717585288
"967",2023-02-09,594380455.117278,164702.124667451
"968",2023-02-10,596573225.413206,329618.561235153
"969",2023-02-11,598288529.63984,143358.998643151
"970",2023-02-12,598491346.021789,125691.361969181
"971",2023-02-13,598687140.155801,320574.367143657
"972",2023-02-14,607412119.094698,232793.611489422
"973",2023-02-15,606334584.229535,57389.0496702912
"974",2023-02-16,610557722.405441,215616.619658756
"975",2023-02-17,611601455.800986,83386.7066899105
"976",2023-02-18,611708621.972555,249413.223215973
"977",2023-02-19,611302181.035604,245393.43913467
"978",2023-02-20,610969455.996056,210852.231768114
"979",2023-02-21,612274570.212674,107502.804460237
"980",2023-02-22,612007603.806105,909114.105435854
"981",2023-02-23,613650355.970465,203252.337814353
"982",2023-02-24,613571738.410492,164979.728486065
"983",2023-02-25,614179804.879697,32423.829258403
"984",2023-02-26,614309912.999812,126953.008917108
"985",2023-02-27,613692110.858653,117365.47231246
"986",2023-02-28,632189367.654397,151572.60940655
"987",2023-03-01,626678714.285841,483603.488063921
"988",2023-03-02,632244090.120652,412756.980622459
"989",2023-03-03,635862070.006778,294337.297756113
"990",2023-03-04,635072688.594416,57226.4068052877
"991",2023-03-05,636558274.358366,100992.00042195
"992",2023-03-06,636435779.710382,281907.311818758
"993",2023-03-07,636328780.932107,812476.099710005
"994",2023-03-08,637114229.870481,74711.3437969378
"995",2023-03-09,637689698.256938,2326117.0230134
"996",2023-03-10,635638934.508708,622070.035722888
"997",2023-03-11,635953826.357027,180234.717456765
"998",2023-03-12,636320968.136147,92349.3091928812
"999",2023-03-13,636532497.332776,453330.342576211
"1000",2023-03-14,636538600.680175,2479529.08574763
"1001",2023-03-15,635917155.505358,448872.786509406
"1002",2023-03-16,636106881.613979,139268.967703984
"1003",2023-03-17,638163022.114037,254630.644049166
"1004",2023-03-18,635351591.133974,275525.514384691
"1005",2023-03-19,611034888.939043,265900.566972121
"1006",2023-03-20,612899164.225495,390717.646621693
"1007",2023-03-21,611357242.443356,431724.491397336
"1008",2023-03-22,613204114.740073,352879.57625374
"1009",2023-03-23,612976811.023151,233856.585326553
"1010",2023-03-24,613307071.661265,201022.498881477
"1011",2023-03-25,612959104.295002,172864.78238195
"1012",2023-03-26,612643002.464876,803958.640321074
"1013",2023-03-27,612269654.438331,220592.439463248
"1014",2023-03-28,613326824.59767,84695.163048715
"1015",2023-03-29,613808040.806355,167399.224715783
"1016",2023-03-30,613993638.689446,167493.638665848
"1017",2023-03-31,613906401.108131,144591.857425271
"1018",2023-04-01,613342469.68713,88899.2786273699
"1019",2023-04-02,613678378.708737,112356.435811218
"1020",2023-04-03,614052102.26859,674443.491791225
"1021",2023-04-04,614173211.516509,307919.943375965
"1022",2023-04-05,614388590.986975,1536945.1238014
"1023",2023-04-06,613512367.266695,88833.6177005277
"1024",2023-04-07,613603973.408011,1750289.81631423
"1025",2023-04-08,612406065.223371,63433.8969330584
"1026",2023-04-09,612552238.533706,196898.509331027
"1027",2023-04-10,614089393.718969,663602.661445868
"1028",2023-04-11,615141864.169534,348245.236298849
"1029",2023-04-12,615807737.537597,107033.318438587
"1030",2023-04-13,616231620.537325,288351.740509837
"1031",2023-04-14,616161252.526285,178412.214473315
"1032",2023-04-15,618758101.995674,140664.166186948
"1033",2023-04-16,619095130.192092,51405.0582497652
"1034",2023-04-17,619207684.761774,256340.044184728
"1035",2023-04-18,619551835.837311,141582.34876948
"1036",2023-04-19,619724636.889612,632223.002101031
"1037",2023-04-20,621202070.48184,2224340.90487597
"1038",2023-04-21,627642602.641209,131336.59211507
"1039",2023-04-22,627874738.821603,74006.8819466475
"1040",2023-04-23,629063619.670403,113107.317909347
"1041",2023-04-24,629428745.333509,66234.6238618089
"1042",2023-04-25,631483036.514391,252669.251584716
"1043",2023-04-26,631663007.623351,78350.7957681637
"1044",2023-04-27,631934090.765122,456760.689489728
"1045",2023-04-28,631954708.278253,647504.015572083
"1046",2023-04-29,633961234.987968,79355.733524627
"1047",2023-04-30,634181570.283446,45749.3178346274
"1048",2023-05-01,634696381.931903,88906.9301389878
"1049",2023-05-02,634807267.358687,104298.984006525
"1050",2023-05-03,637601207.963573,380272.915773111
"1051",2023-05-04,534301056.019766,5151049.47280072
"1052",2023-05-05,534520451.941211,443119.553583574
"1053",2023-05-06,534417863.155565,40876.2625659829
"1054",2023-05-07,534284365.323575,433562.587487913
"1055",2023-05-08,533958382.51396,774327.837548969
"1056",2023-05-09,547137467.979199,95843.8112387595
"1057",2023-05-10,545740027.276857,1906763.18585516
"1058",2023-05-11,547478096.111551,120598.666982973
"1059",2023-05-12,550157803.232267,67404.7069917923
"1060",2023-05-13,550452427.144304,55407.5399013431
"1061",2023-05-14,550682352.698019,122345.466658944
"1062",2023-05-15,551181785.906216,19047265.6931057
"1063",2023-05-16,551610650.412961,64811606.3892205
"1064",2023-05-17,551642908.654423,10360856.4009188
"1065",2023-05-18,557105547.360301,5484359.19732248
"1066",2023-05-19,557109703.93572,368835.628203737
"1067",2023-05-20,557335005.431811,85721.4139850859
"1068",2023-05-21,559001390.322698,55532.9110005224
"1069",2023-05-22,559233970.125,143499.218646942
"1070",2023-05-23,560407854.325677,368398.25630851
"1071",2023-05-24,561383627.96439,326450.39787813
"1072",2023-05-25,566487661.118367,189632.390072957
"1073",2023-05-26,566554300.286781,238572.05919314
"1074",2023-05-27,567644666.864127,64554.5821530344
"1075",2023-05-28,568327685.200754,63781.2983782052
"1076",2023-05-29,568381317.906346,679697.934407625
"1077",2023-05-30,568613750.665124,431943.681585626
"1078",2023-05-31,569131426.693494,109884.869965923
"1079",2023-06-01,569582487.758781,790546.230259316
"1080",2023-06-02,569484178.40534,521070.087586419
"1081",2023-06-03,569565766.954546,51686.8995130431
"1082",2023-06-04,569746639.323165,82155.9547863016
"1083",2023-06-05,570472414.790399,93350.0797058123
"1084",2023-06-06,570904083.403371,73402.7152684455
"1085",2023-06-07,571323590.987057,3432061.68433269
"1086",2023-06-08,568503219.619597,208775.147902331
"1087",2023-06-09,569009753.598711,226638.435150638
"1088",2023-06-10,569592959.880444,214823.261907087
"1089",2023-06-11,570152946.429668,1104485.03807893
"1090",2023-06-12,569845632.340376,360324.763697358
"1091",2023-06-13,570538874.404735,75482.5642937905
"1092",2023-06-14,570960325.216466,282077.511165306
"1093",2023-06-15,571270305.738785,131959.462516854
"1094",2023-06-16,570001729.219656,79637.3855532895
"1095",2023-06-17,571097560.200779,100572.507472738
"1096",2023-06-18,572201653.157067,162573.829091647
"1097",2023-06-19,571946379.631191,82686.4329679974
"1098",2023-06-20,572526617.696604,995430.731924118
"1099",2023-06-21,573763472.974833,339721.746438182
"1100",2023-06-22,573491333.589177,759556.032746757
"1101",2023-06-23,574089159.68289,112811.766955784
"1102",2023-06-24,572451872.253074,90323.8764373474
"1103",2023-06-25,573492456.826984,218218.91479102
"1104",2023-06-26,573133211.633968,80778.1218115022
"1105",2023-06-27,575002232.361485,139072.219061562
"1106",2023-06-28,575150548.221852,139477.654580443
"1107",2023-06-29,578042023.852061,451515.37933292
"1108",2023-06-30,577886551.930411,216403.46211379
"1109",2023-07-01,578191529.454261,105320.369508325
"1110",2023-07-02,578666620.681013,254543.652502559
"1111",2023-07-03,578964785.384829,419320.731201504
"1112",2023-07-04,579232795.999362,204452.849610583
"1113",2023-07-05,579972122.223813,113243.267298642
"1114",2023-07-06,580009396.736182,262994.299650196
"1115",2023-07-07,578077667.865248,248673.452558674
"1116",2023-07-08,580344161.539603,83484.9830586678
"1117",2023-07-09,580249464.723513,1167658.71119124
"1118",2023-07-10,579508108.116456,1775431.89690308
"1119",2023-07-11,578343356.17551,117685.183602741
"1120",2023-07-12,583297973.279482,963430.053494137
"1121",2023-07-13,585414163.471735,113368.368055111
"1122",2023-07-14,586006121.450605,292758.365920661
"1123",2023-07-15,586340078.493844,88386.1331410414
"1124",2023-07-16,586510513.257292,187531.721535437
"1125",2023-07-17,586513858.282686,105244.860950834
"1126",2023-07-18,590281929.959456,4917597.21377455
"1127",2023-07-19,596277121.821032,307613.052757797
"1128",2023-07-20,596295517.556555,219279.674805535
"1129",2023-07-21,596377955.720588,211646.017845603
"1130",2023-07-22,596783216.527665,174412.594810135
"1131",2023-07-23,596888030.041143,79517.2757968128
"1132",2023-07-24,596826776.306594,368640.393829446
"1133",2023-07-25,597608544.499289,209514.836790186
"1134",2023-07-26,598471238.429607,99415.4197565491
"1135",2023-07-27,598845172.802859,471490.432859324
"1136",2023-07-28,598816604.879251,107625.881339419
"1137",2023-07-29,599286380.432021,357423.901770721
"1138",2023-07-30,598760766.586342,97909.2905159789
"1139",2023-07-31,599514095.380888,97465.5547132307
"1140",2023-08-01,600731689.689378,130598.060595561
"1141",2023-08-02,601117850.831506,211885.027900267
"1142",2023-08-03,602113814.687247,107001.002127498
"1143",2023-08-04,608748753.712597,230396.931994778
"1144",2023-08-05,608840108.364355,66059.9023097838
"1145",2023-08-06,609190598.949181,179572.433246911
"1146",2023-08-07,609163947.118276,134323.871463442
"1147",2023-08-08,609708479.255927,186242.905627332
"1148",2023-08-09,610817223.839698,715485.006500893
"1149",2023-08-10,616747639.618342,137618.445962466
"1150",2023-08-11,621860914.66789,130820.084766809
"1151",2023-08-12,630023242.418421,61241.4741886622
"1152",2023-08-13,637024755.84879,67724.9356195324
"1153",2023-08-14,637177966.160288,97775.203660396
"1154",2023-08-15,637010611.414832,2097660.26101176
"1155",2023-08-16,639664052.932435,441546.321126216
"1156",2023-08-17,647328789.955108,323493.714499818
"1157",2023-08-18,653995709.047858,133464.305026035
"1158",2023-08-19,654607501.819572,59246.2290228656
"1159",2023-08-20,654626236.429317,381621.18737154
"1160",2023-08-21,653621964.800973,504778.675309253
"1161",2023-08-22,656575420.112218,123943.919617587
"1162",2023-08-23,657004767.203278,208128.003863862
"1163",2023-08-24,656451228.430035,210073.301061189
"1164",2023-08-25,656409855.477638,633231.798902859
"1165",2023-08-26,656627602.337637,92486.9559395661
"1166",2023-08-27,657843020.855874,170901.163395575
"1167",2023-08-28,656885358.476422,63561.3935989408
"1168",2023-08-29,657438057.533674,246164.131883203
"1169",2023-08-30,657069775.024766,94574.4042176087
"1170",2023-08-31,660760822.334772,153359.191303864
"1171",2023-09-01,661308766.604329,198627.327790206
